Time,PI_feedwaterPump.y,gain.y,PTarget.y,gain1.y,GW_CWS1_Valve_Ramp_Cold_HT_out3.y,turbineStress.stress.inStress,turbineStress.stress.outStress,simpleGenerator.summary.P_el,quadruple1.p,quadruple1.T,quadruple2.p,quadruple2.T
2590.0,14744035.0,10.397117,0.4,0.00033333333,0.02,0.022316253,2.9811592,617838100.0,50.615932,558.82874,254.09706,526.22064
2590.0,14744035.0,10.397117,0.4,0.00033333333,0.02,0.053017683,2.913763,617838100.0,50.615932,558.82874,254.09706,526.22064
2600.0,14695183.0,10.361678,0.4,0.00033333333,0.02,0.08187154,3.9343956,617081900.0,50.562164,558.5425,253.77742,525.9496
2600.0,14695183.0,10.361678,0.4,0.00033333333,0.02,0.17990132,3.845891,617081900.0,50.562164,558.5425,253.77742,525.9496
2610.0,14641536.0,10.326213,0.4,0.00033333333,0.02,0.21248862,4.9972997,616209900.0,50.498417,558.2196,253.41185,525.6787
2610.0,14641536.0,10.326213,0.4,0.00033333333,0.02,0.3355451,4.885295,616209900.0,50.498417,558.2196,253.41185,525.6787
2620.0,14583483.0,10.290724,0.4,0.00033333333,0.02,0.37155026,6.155903,615225100.0,50.424545,557.8633,253.00255,525.4178
2620.0,14583483.0,10.290724,0.4,0.00033333333,0.02,0.5215832,6.0183234,615225100.0,50.424545,557.8633,253.00255,525.4178
2630.0,14521431.0,10.255213,0.4,0.00033333333,0.02,0.56063414,7.3945875,614133440.0,50.34072,557.4773,252.55273,525.1743
2630.0,14521431.0,10.255213,0.4,0.00033333333,0.02,0.73918515,7.229712,614133440.0,50.34072,557.4773,252.55273,525.1743
2640.0,14455792.0,10.219684,0.4,0.00033333333,0.02,0.78089666,8.697675,612942200.0,50.247383,557.06555,252.06604,524.953
2640.0,14455792.0,10.219684,0.4,0.00033333333,0.02,0.98911244,8.504136,612942200.0,50.247383,557.06555,252.06604,524.953
2650.0,14386978.0,10.184136,0.4,0.00033333333,0.02,1.0330793,10.049193,611660400.0,50.145203,556.6322,251.54657,524.7563
2650.0,14386978.0,10.184136,0.4,0.00033333333,0.02,1.271716,9.825985,611660400.0,50.145203,556.6322,251.54657,524.7563
2660.0,14315383.0,10.148573,0.4,0.00033333333,0.02,1.3175273,11.4334135,610297860.0,50.03502,556.18134,250.99857,524.5845
2660.0,14315383.0,10.148573,0.4,0.00033333333,0.02,1.5869671,11.179885,610297860.0,50.03502,556.18134,250.99857,524.5845
2670.0,14241388.0,10.112996,0.4,0.00033333333,0.02,1.6342161,12.835187,608865100.0,49.91784,555.71704,250.42639,524.4357
2670.0,14241388.0,10.112996,0.4,0.00033333333,0.02,1.9344897,12.551028,608865100.0,49.91784,555.71704,250.42639,524.4357
2680.0,14165293.0,10.077405,0.4,0.00033333333,0.02,1.9828782,14.243593,607369340.0,49.79441,555.24225,249.83273,524.3077
2680.0,14165293.0,10.077405,0.4,0.00033333333,0.02,2.3137841,13.928742,607369340.0,49.79441,555.24225,249.83273,524.3077
2690.0,14087390.0,10.041802,0.4,0.00033333333,0.02,2.3629906,15.647201,605819200.0,49.66564,554.7602,249.22072,524.1967
2690.0,14087390.0,10.041802,0.4,0.00033333333,0.02,2.724081,15.301854,605819200.0,49.66564,554.7602,249.22072,524.1967
2700.0,14007897.0,10.006189,0.4,0.00033333333,0.02,2.7738695,17.037909,604219970.0,49.532078,554.2732,248.59209,524.10114
2700.0,14007896.0,10.006189,0.4,0.00033333333,0.02,3.1645403,16.662445,604219970.0,49.532078,554.2732,248.59209,524.10114
2710.0,13927013.0,9.970567,0.4,0.00033333333,0.02,3.2146828,18.408112,602577100.0,49.39431,553.7835,247.94861,524.01825
2710.0,13927012.0,9.970567,0.4,0.00033333333,0.02,3.6341841,18.003082,602577100.0,49.39431,553.7835,247.94861,524.01825
2720.0,13844897.0,9.934936,0.4,0.00033333333,0.02,3.6844935,19.751856,600894300.0,49.25269,553.2929,247.2914,523.94745
2720.0,13844897.0,9.934936,0.4,0.00033333333,0.02,4.1319704,19.317945,600894300.0,49.25269,553.2929,247.2914,523.94745
2730.0,13761670.0,9.899297,0.4,0.00033333333,0.02,4.182244,21.062803,599174400.0,49.107513,552.8034,246.62105,523.8876
2730.0,13761670.0,9.899297,0.4,0.00033333333,0.02,4.6567216,20.60084,599174400.0,49.107513,552.8034,246.62105,523.8876
2740.0,13677417.0,9.86365,0.4,0.00033333333,0.02,4.7067704,22.335302,597419140.0,48.958942,552.3168,245.93762,523.83856
2740.0,13677417.0,9.86365,0.4,0.00033333333,0.02,5.207171,21.846243,597419140.0,48.958942,552.3168,245.93762,523.83856
2750.0,13592280.0,9.827997,0.4,0.00033333333,0.02,5.2568407,23.565039,595632000.0,48.807278,551.83453,245.24257,523.79926
2750.0,13592280.0,9.827997,0.4,0.00033333333,0.02,5.782014,23.049938,595632000.0,48.807278,551.83453,245.24257,523.79926
2760.0,13506358.0,9.792338,0.4,0.00033333333,0.02,5.831163,24.74831,593815200.0,48.65271,551.35803,244.5367,523.769
2760.0,13506359.0,9.792338,0.4,0.00033333333,0.02,6.379899,24.208305,593815200.0,48.65271,551.35803,244.5367,523.769
2770.0,13419824.0,9.756675,0.4,0.00033333333,0.02,6.4284678,25.884295,591974460.0,48.495823,550.8878,243.82233,523.74567
2770.0,13419824.0,9.756675,0.4,0.00033333333,0.02,6.999571,25.32054,591974460.0,48.495823,550.8878,243.82233,523.74567
2780.0,13332793.0,9.721005,0.4,0.00033333333,0.02,7.0474524,26.97058,590113150.0,48.33692,550.4248,243.10066,523.7281
2780.0,13332794.0,9.721005,0.4,0.00033333333,0.02,7.639692,26.384281,590113150.0,48.33692,550.4248,243.10066,523.7281
2790.0,13245371.0,9.685332,0.4,0.00033333333,0.02,7.6868815,28.00837,588235000.0,48.176453,549.9691,242.37292,523.7143
2790.0,13245372.0,9.685332,0.4,0.00033333333,0.02,8.299087,27.400705,588235000.0,48.176453,549.9691,242.37292,523.7143
2800.0,13157662.0,9.649655,0.4,0.00033333333,0.02,8.345531,28.997145,586343200.0,48.014725,549.5212,241.64014,523.7028
2800.0,13157662.0,9.649655,0.4,0.00033333333,0.02,8.976536,28.369303,586343200.0,48.014725,549.5212,241.64014,523.7028
2810.0,13069711.0,9.613975,0.4,0.00033333333,0.02,9.022256,29.93892,584439100.0,47.851913,549.08075,240.90256,523.69226
2810.0,13069710.0,9.613975,0.4,0.00033333333,0.02,9.670966,29.292038,584439100.0,47.851913,549.08075,240.90256,523.69226
2820.0,12981584.0,9.578291,0.4,0.00033333333,0.02,9.715957,30.834755,582524400.0,47.688206,548.6479,240.16064,523.6817
2820.0,12981582.0,9.578291,0.4,0.00033333333,0.02,10.381317,30.169947,582524400.0,47.688206,548.6479,240.16064,523.6817
2830.0,12893307.0,9.542604,0.4,0.00033333333,0.02,10.425608,31.68693,580599230.0,47.523647,548.2222,239.41432,523.67053
2830.0,12893307.0,9.542604,0.4,0.00033333333,0.02,11.106635,31.00525,580599230.0,47.523647,548.2222,239.41432,523.67053
2840.0,12804924.0,9.506915,0.4,0.00033333333,0.02,11.150243,32.49719,578664640.0,47.35831,547.8036,238.66388,523.6586
2840.0,12804924.0,9.506915,0.4,0.00033333333,0.02,11.846001,31.799652,578664640.0,47.35831,547.8036,238.66388,523.6586
2850.0,12716467.0,9.471223,0.4,0.00033333333,0.02,11.888952,33.267548,576721200.0,47.192238,547.39166,237.9094,523.64594
2850.0,12716467.0,9.471223,0.4,0.00033333333,0.02,12.598563,32.555115,576721200.0,47.192238,547.39166,237.9094,523.64594
2860.0,12627970.0,9.435529,0.4,0.00033333333,0.02,12.640889,34.000134,574769150.0,47.02546,546.98615,237.15118,523.63293
2860.0,12627970.0,9.435529,0.4,0.00033333333,0.02,13.363528,33.27372,574769150.0,47.02546,546.98615,237.15118,523.63293
2870.0,12539468.0,9.399834,0.4,0.00033333333,0.02,13.40526,34.69698,572808900.0,46.85803,546.5868,236.38945,523.6197
2870.0,12539468.0,9.399834,0.4,0.00033333333,0.02,14.140156,33.957447,572808900.0,46.85803,546.5868,236.38945,523.6197
2880.0,12451017.0,9.364136,0.4,0.00033333333,0.02,14.1813545,35.361126,570842000.0,46.690056,546.1929,235.62473,523.6062
2880.0,12451017.0,9.364136,0.4,0.00033333333,0.02,14.927811,34.60927,570842000.0,46.690056,546.1929,235.62473,523.6062
2890.0,12362612.0,9.328437,0.4,0.00033333333,0.02,14.968467,35.993114,568868200.0,46.521538,545.80457,234.85698,523.59247
2890.0,12362612.0,9.328437,0.4,0.00033333333,0.02,15.725795,35.2297,568868200.0,46.521538,545.80457,234.85698,523.59247
2900.0,12274306.0,9.292737,0.4,0.00033333333,0.02,15.765973,36.596012,566889000.0,46.3526,545.42114,234.0867,523.578
2900.0,12274305.0,9.292737,0.4,0.00033333333,0.02,16.53356,35.821743,566889000.0,46.3526,545.42114,234.0867,523.578
2910.0,12186098.0,9.257034,0.4,0.00033333333,0.02,16.573261,37.17063,564904450.0,46.18325,545.0426,233.31392,523.56274
2910.0,12186098.0,9.257034,0.4,0.00033333333,0.02,17.350506,36.38619,564904450.0,46.18325,545.0426,233.31392,523.56274
2920.0,12098032.0,9.221332,0.4,0.00033333333,0.02,17.389793,37.719822,562915600.0,46.0136,544.6684,232.53903,523.5462
2920.0,12098032.0,9.221332,0.4,0.00033333333,0.02,18.176165,36.925816,562915600.0,46.0136,544.6684,232.53903,523.5462
2930.0,12010114.0,9.185628,0.4,0.00033333333,0.02,18.215055,38.24483,560922700.0,45.84367,544.2982,231.76208,523.52826
2930.0,12010114.0,9.185628,0.4,0.00033333333,0.02,19.010044,37.441845,560922700.0,45.84367,544.2982,231.76208,523.52826
2940.0,11922370.0,9.149922,0.4,0.00033333333,0.02,19.048588,38.747902,558926400.0,45.67353,543.9317,230.98335,523.5085
2940.0,11922370.0,9.149922,0.4,0.00033333333,0.02,19.851736,37.936462,558926400.0,45.67353,543.9317,230.98335,523.5085
2950.0,11834806.0,9.114217,0.4,0.00033333333,0.02,19.889946,39.23016,556926800.0,45.503193,543.56866,230.20285,523.4868
2950.0,11834806.0,9.114217,0.4,0.00033333333,0.02,20.70082,38.410767,556926800.0,45.503193,543.56866,230.20285,523.4868
2960.0,11747442.0,9.07851,0.4,0.00033333333,0.02,20.738747,39.693775,554924350.0,45.332714,543.2086,229.42078,523.4629
2960.0,11747442.0,9.07851,0.4,0.00033333333,0.02,21.55696,38.866867,554924350.0,45.332714,543.2086,229.42078,523.4629
2970.0,11660291.0,9.042803,0.4,0.00033333333,0.02,21.594639,40.140507,552919230.0,45.162117,542.8512,228.6372,523.4367
2970.0,11660291.0,9.042803,0.4,0.00033333333,0.02,22.41984,39.30649,552919230.0,45.162117,542.8512,228.6372,523.4367
2980.0,11573367.0,9.007094,0.4,0.00033333333,0.02,22.457315,40.5722,550911550.0,44.99144,542.49603,227.8523,523.40796
2980.0,11573367.0,9.007094,0.4,0.00033333333,0.02,23.289198,39.731438,550911550.0,44.99144,542.49603,227.8523,523.40796
2990.0,11486674.0,8.971385,0.4,0.00033333333,0.02,23.326502,40.99034,548901300.0,44.82068,542.14276,227.06602,523.3767
2990.0,11486674.0,8.971385,0.4,0.00033333333,0.02,24.16479,40.143154,548901300.0,44.82068,542.14276,227.06602,523.3767
3000.0,11400222.0,8.935677,0.4,0.00033333333,0.02,24.20196,41.396584,546888770.0,44.64986,541.791,226.2785,523.3429
3000.0,11400222.0,8.935677,0.4,0.00033333333,0.02,25.04641,40.543255,546888770.0,44.64986,541.791,226.2785,523.3429
3010.0,11314021.0,8.899966,0.4,0.00033333333,0.02,25.083485,41.79252,544874050.0,44.478996,541.4404,225.4898,523.3064
3010.0,11314022.0,8.899966,0.4,0.00033333333,0.02,25.933891,40.93329,544874050.0,44.478996,541.4404,225.4898,523.3064
3020.0,11228078.0,8.864256,0.4,0.00033333333,0.02,25.970903,42.179466,542857150.0,44.308105,541.0907,224.69997,523.2673
3020.0,11228078.0,8.864256,0.4,0.00033333333,0.02,26.827085,41.31455,542857150.0,44.308105,541.0907,224.69997,523.2673
3030.0,11142392.0,8.828546,0.4,0.00033333333,0.02,26.864052,42.558258,540838000.0,44.13717,540.7417,223.90898,523.2256
3030.0,11142393.0,8.828546,0.4,0.00033333333,0.02,27.725845,41.687847,540838000.0,44.13717,540.7417,223.90898,523.2256
3040.0,11056975.0,8.792834,0.4,0.00033333333,0.02,27.762808,42.930515,538816830.0,43.966217,540.393,223.11691,523.18134
3040.0,11056975.0,8.792834,0.4,0.00033333333,0.02,28.63008,42.05476,538816830.0,43.966217,540.393,223.11691,523.18134
3050.0,10971833.0,8.757123,0.4,0.00033333333,0.02,28.667072,43.29751,536793660.0,43.795258,540.04425,222.32384,523.13446
3050.0,10971833.0,8.757123,0.4,0.00033333333,0.02,29.53972,42.41653,536793660.0,43.795258,540.04425,222.32384,523.13446
3060.0,10886965.0,8.721412,0.4,0.00033333333,0.02,29.576757,43.659786,534768480.0,43.62428,539.6954,221.52975,523.08514
3060.0,10886965.0,8.721412,0.4,0.00033333333,0.02,30.454687,42.773697,534768480.0,43.62428,539.6954,221.52975,523.08514
3070.0,10802373.0,8.685699,0.4,0.00033333333,0.02,30.491787,44.01817,532741300.0,43.45328,539.3461,220.73466,523.03345
3070.0,10802373.0,8.685699,0.4,0.00033333333,0.02,31.37492,43.127056,532741300.0,43.45328,539.3461,220.73466,523.03345
3080.0,10718066.0,8.649987,0.4,0.00033333333,0.02,31.41212,44.37396,530712220.0,43.28228,538.9962,219.93866,522.97943
3080.0,10718066.0,8.649987,0.4,0.00033333333,0.02,32.300407,43.477882,530712220.0,43.28228,538.9962,219.93866,522.97943
3090.0,10634048.0,8.614275,0.4,0.00033333333,0.02,32.337734,44.72815,528681280.0,43.11128,538.6454,219.14177,522.92316
3090.0,10634048.0,8.614275,0.4,0.00033333333,0.02,33.231148,43.82714,528681280.0,43.11128,538.6454,219.14177,522.92316
3100.0,10550151.0,8.578563,0.4,0.00033333333,0.02,33.268482,45.07677,526642750.0,42.93974,538.29474,218.34062,522.8675
3100.0,10550151.0,8.578563,0.4,0.00033333333,0.02,34.166874,44.17096,526642750.0,42.93974,538.29474,218.34062,522.8675
3110.0,10466414.0,8.5428505,0.4,0.00033333333,0.02,34.204273,45.421818,524597760.0,42.76777,537.9437,217.5359,522.8121
3110.0,10466414.0,8.5428505,0.4,0.00033333333,0.02,35.107555,44.511288,524597760.0,42.76777,537.9437,217.5359,522.8121
3120.0,10382765.0,8.507137,0.4,0.00033333333,0.02,35.144836,45.75717,522541980.0,42.59481,537.5941,216.72571,522.7616
3120.0,10382765.0,8.507137,0.4,0.00033333333,0.02,36.052742,44.842144,522541980.0,42.59481,537.5941,216.72571,522.7616
3130.0,10299169.0,8.471425,0.4,0.00033333333,0.02,36.08986,46.08177,520473730.0,42.420673,537.2462,215.90918,522.71747
3130.0,10299169.0,8.471425,0.4,0.00033333333,0.02,37.002106,45.162502,520473730.0,42.420673,537.2462,215.90918,522.71747
3140.0,10215816.0,8.435712,0.4,0.00033333333,0.02,37.03897,46.392757,518398820.0,42.245667,536.901,215.09018,522.68225
3140.0,10215816.0,8.435712,0.4,0.00033333333,0.02,37.95519,45.469563,518398820.0,42.245667,536.901,215.09018,522.68225
3150.0,10132803.0,8.399999,0.4,0.00033333333,0.02,37.991802,46.690586,516322080.0,42.07025,536.55835,214.27101,522.6548
3150.0,10132803.0,8.399999,0.4,0.00033333333,0.02,38.911648,45.76377,516322080.0,42.07025,536.55835,214.27101,522.6548
3160.0,10050242.0,8.364285,0.4,0.00033333333,0.02,38.948013,46.97569,514249180.0,41.895,536.2183,213.45435,522.63336
3160.0,10050242.0,8.364285,0.4,0.00033333333,0.02,39.871166,46.045555,514249180.0,41.895,536.2183,213.45435,522.63336
3170.0,9968156.0,8.328572,0.4,0.00033333333,0.02,39.90733,47.249943,512182560.0,41.720287,535.8803,212.64085,522.61426
3170.0,9968156.0,8.328572,0.4,0.00033333333,0.02,40.833515,46.31674,512182560.0,41.720287,535.8803,212.64085,522.61426
3180.0,9886538.0,8.292858,0.4,0.00033333333,0.02,40.86953,47.515335,510122500.0,41.54628,535.544,211.8303,522.59375
3180.0,9886538.0,8.292858,0.4,0.00033333333,0.02,41.798542,46.57926,510122500.0,41.54628,535.544,211.8303,522.59375
3190.0,9805364.0,8.257145,0.4,0.00033333333,0.02,41.834465,47.774025,508068670.0,41.373016,535.20874,211.02219,522.5685
3190.0,9805364.0,8.257145,0.4,0.00033333333,0.02,42.766144,46.83523,508068670.0,41.373016,535.20874,211.02219,522.5685
3200.0,9724622.0,8.221432,0.4,0.00033333333,0.02,42.80201,48.027317,506020380.0,41.200504,534.8742,210.21619,522.5369
3200.0,9724622.0,8.221432,0.4,0.00033333333,0.02,43.736244,47.085922,506020380.0,41.200504,534.8742,210.21619,522.5369
3210.0,9644288.0,8.185718,0.4,0.00033333333,0.02,43.772118,48.277504,503976200.0,41.028725,534.53986,209.41168,522.49646
3210.0,9644288.0,8.185718,0.4,0.00033333333,0.02,44.70885,47.333572,503976200.0,41.028725,534.53986,209.41168,522.49646
3220.0,9564330.0,8.150004,0.4,0.00033333333,0.02,44.744797,48.526802,501935230.0,40.857605,534.2051,208.60797,522.44574
3220.0,9564330.0,8.150004,0.4,0.00033333333,0.02,45.684025,47.58034,501935230.0,40.857605,534.2051,208.60797,522.44574
3230.0,9484718.0,8.11429,0.4,0.00033333333,0.02,45.720104,48.777164,499895800.0,40.687027,533.8692,207.80432,522.3847
3230.0,9484718.0,8.11429,0.4,0.00033333333,0.02,46.661877,47.82814,499895800.0,40.687027,533.8692,207.80432,522.3847
3240.0,9405426.0,8.078576,0.4,0.00033333333,0.02,46.69814,49.030224,497856770.0,40.516846,533.5319,207.00014,522.31396
3240.0,9405426.0,8.078576,0.4,0.00033333333,0.02,47.64254,48.078556,497856770.0,40.516846,533.5319,207.00014,522.31396
3250.0,9326434.0,8.042863,0.4,0.00033333333,0.02,47.679028,49.287327,495816800.0,40.34692,533.19275,206.19492,522.23486
3250.0,9326434.0,8.042863,0.4,0.00033333333,0.02,48.62618,48.33291,495816800.0,40.34692,533.19275,206.19492,522.23486
3260.0,9247731.0,8.007149,0.4,0.00033333333,0.02,48.662926,49.54943,493774720.0,40.177113,532.8514,205.38838,522.149
3260.0,9247731.0,8.007149,0.4,0.00033333333,0.02,49.61296,48.59213,493774720.0,40.177113,532.8514,205.38838,522.149
3270.0,9169341.0,7.9714346,0.4,0.00033333333,0.02,49.64999,49.817207,491731230.0,40.007404,532.5076,204.58109,522.05804
3270.0,9169341.0,7.9714346,0.4,0.00033333333,0.02,50.603054,48.856876,491731230.0,40.007404,532.5076,204.58109,522.05804
3280.0,9091550.0,7.935721,0.4,0.00033333333,0.02,50.640396,50.091446,489697000.0,39.83851,532.16125,203.7794,521.9634
3280.0,9091550.0,7.935721,0.4,0.00033333333,0.02,51.59665,49.127922,489697000.0,39.83851,532.16125,203.7794,521.9634
3290.0,9014063.0,7.900007,0.4,0.00033333333,0.02,51.63438,50.37445,487664830.0,39.6701,531.81146,202.97746,521.8643
3290.0,9014063.0,7.900007,0.4,0.00033333333,0.02,52.594048,49.40751,487664830.0,39.6701,531.81146,202.97746,521.8643
3300.0,8936849.0,7.8642926,0.4,0.00033333333,0.02,52.632385,50.67318,485626620.0,39.50158,531.45636,202.17223,521.7597
3300.0,8936812.0,7.8642926,0.4,0.00033333333,0.02,53.595875,49.702435,485626620.0,39.50158,531.45636,202.17223,521.7597
3310.0,8860263.0,7.8285785,0.4,0.00033333333,0.02,53.63448,50.976078,483601280.0,39.333977,531.09894,201.37546,521.6539
3310.0,8860259.0,7.8285785,0.4,0.00033333333,0.02,54.60186,50.00142,483601280.0,39.333977,531.09894,201.37546,521.6539
3320.0,8784311.0,7.792865,0.4,0.00033333333,0.02,54.64096,51.290512,481593760.0,39.168194,530.73724,200.58607,521.5421
3320.0,8784308.0,7.792865,0.4,0.00033333333,0.02,55.61251,50.311653,481593760.0,39.168194,530.73724,200.58607,521.5421
3330.0,8708397.0,7.7571507,0.4,0.00033333333,0.02,55.65212,51.616432,479577500.0,39.002052,530.37115,199.79004,521.42456
3330.0,8708397.0,7.7571507,0.4,0.00033333333,0.02,56.62811,50.633095,479577500.0,39.002052,530.37115,199.79004,521.42456
3340.0,8632556.0,7.7214365,0.4,0.00033333333,0.02,56.66813,51.950607,477549980.0,38.835087,530.00146,198.98761,521.3027
3340.0,8632555.0,7.7214365,0.4,0.00033333333,0.02,57.64873,50.96258,477549980.0,38.835087,530.00146,198.98761,521.3027
3350.0,8556788.0,7.6857224,0.4,0.00033333333,0.02,57.689194,52.293633,475507700.0,38.667137,529.628,198.17867,521.17664
3350.0,8556788.0,7.6857224,0.4,0.00033333333,0.02,58.6746,51.3007,475507700.0,38.667137,529.628,198.17867,521.17664
3360.0,8481133.0,7.650008,0.4,0.00033333333,0.02,58.71547,52.644226,473448740.0,38.498253,529.25104,197.3641,521.04785
3360.0,8481133.0,7.650008,0.4,0.00033333333,0.02,59.705826,51.646206,473448740.0,38.498253,529.25104,197.3641,521.04785
3370.0,8405633.0,7.614294,0.4,0.00033333333,0.02,59.747074,53.001156,471379780.0,38.328552,528.87085,196.54486,520.9177
3370.0,8405633.0,7.614294,0.4,0.00033333333,0.02,60.742496,51.997883,471379780.0,38.328552,528.87085,196.54486,520.9177
3380.0,8330322.5,7.57858,0.4,0.00033333333,0.02,60.784096,53.363224,469304160.0,38.15816,528.4878,195.72179,520.78766
3380.0,8330322.5,7.57858,0.4,0.00033333333,0.02,61.784668,52.35458,469304160.0,38.15816,528.4878,195.72179,520.78766
3390.0,8255237.0,7.5428658,0.4,0.00033333333,0.02,61.826588,53.729324,467223170.0,37.987183,528.10205,194.89563,520.6589
3390.0,8255237.0,7.5428658,0.4,0.00033333333,0.02,62.832367,52.715206,467223170.0,37.987183,528.10205,194.89563,520.6589
3400.0,8180425.5,7.5071516,0.4,0.00033333333,0.02,62.874573,54.098362,465138400.0,37.81579,527.714,194.06755,520.5323
3400.0,8180425.5,7.5071516,0.4,0.00033333333,0.02,63.885582,53.078693,465138400.0,37.81579,527.714,194.06755,520.5323
3410.0,8105946.5,7.4714375,0.4,0.00033333333,0.02,63.928055,54.469498,463052030.0,37.64419,527.3237,193.23894,520.40826
3410.0,8105946.5,7.4714375,0.4,0.00033333333,0.02,64.9443,53.444233,463052030.0,37.64419,527.3237,193.23894,520.40826
3420.0,8031822.5,7.435723,0.4,0.00033333333,0.02,64.987045,54.842735,460965470.0,37.47252,526.9314,192.41042,520.28644
3420.0,8031822.5,7.435723,0.4,0.00033333333,0.02,66.00854,53.811817,460965470.0,37.47252,526.9314,192.41042,520.28644
3430.0,7958094.0,7.4000087,0.4,0.00033333333,0.02,66.051544,55.217903,458881000.0,37.300964,526.53687,191.58308,520.16656
3430.0,7958093.5,7.4000087,0.4,0.00033333333,0.02,67.0783,54.181286,458881000.0,37.300964,526.53687,191.58308,520.16656
3440.0,7884653.0,7.3642945,0.4,0.00033333333,0.02,67.12156,55.594482,456794050.0,37.129234,526.1404,190.75415,520.04803
3440.0,7884653.0,7.3642945,0.4,0.00033333333,0.02,68.153564,54.55213,456794050.0,37.129234,526.1404,190.75415,520.04803
3450.0,7811497.5,7.3285804,0.4,0.00033333333,0.02,68.19707,55.97231,454704480.0,36.957325,525.7419,189.92351,519.9307
3450.0,7811498.0,7.3285804,0.4,0.00033333333,0.02,69.23433,54.92419,454704480.0,36.957325,525.7419,189.92351,519.9307
3460.0,7738745.0,7.292866,0.4,0.00033333333,0.02,69.27806,56.35071,452616220.0,36.78551,525.3417,189.09393,519.8143
3460.0,7738745.5,7.292866,0.4,0.00033333333,0.02,70.32055,55.296814,452616220.0,36.78551,525.3417,189.09393,519.8143
3470.0,7666319.0,7.257152,0.4,0.00033333333,0.02,70.36452,56.729702,450526720.0,36.613617,524.93964,188.26361,519.69836
3470.0,7666319.0,7.257152,0.4,0.00033333333,0.02,71.41221,55.67001,450526720.0,36.613617,524.93964,188.26361,519.69836
3480.0,7594130.0,7.2214375,0.4,0.00033333333,0.02,71.4564,57.10892,448432830.0,36.441437,524.5359,187.43045,519.5824
3480.0,7594130.5,7.2214375,0.4,0.00033333333,0.02,72.50928,56.043427,448432830.0,36.441437,524.5359,187.43045,519.5824
3490.0,7522250.5,7.1857233,0.4,0.00033333333,0.02,72.553665,57.48787,446336670.0,36.2691,524.1307,186.59613,519.4664
3490.0,7522250.5,7.1857233,0.4,0.00033333333,0.02,73.61169,56.41658,446336670.0,36.2691,524.1307,186.59613,519.4664
3500.0,7450692.5,7.150009,0.4,0.00033333333,0.02,73.65628,57.866367,444238460.0,36.09662,523.7239,185.76094,519.3503
3500.0,7450692.5,7.150009,0.4,0.00033333333,0.02,74.71941,56.789295,444238460.0,36.09662,523.7239,185.76094,519.3503
3510.0,7380841.0,7.114295,0.4,0.00033333333,0.02,74.76418,58.243683,442182700.0,35.926888,523.31586,184.95374,519.2363
3510.0,7380841.0,7.114295,0.4,0.00033333333,0.02,75.83235,57.16085,442182700.0,35.926888,523.31586,184.95374,519.2363
3520.0,7312257.0,7.078581,0.4,0.00033333333,0.02,75.87767,58.631725,440199040.0,35.76394,522.9032,184.18004,519.11365
3520.0,7312257.0,7.078581,0.4,0.00033333333,0.02,76.95117,57.542873,440199040.0,35.76394,522.9032,184.18004,519.11365
3530.0,7243436.0,7.042866,0.4,0.00033333333,0.02,76.99724,59.037106,438201280.0,35.60114,522.48395,183.3903,518.979
3530.0,7243436.0,7.042866,0.4,0.00033333333,0.02,78.07653,57.941807,438201280.0,35.60114,522.48395,183.3903,518.979
3540.0,7174394.0,7.007152,0.4,0.00033333333,0.02,78.12315,59.45266,436171780.0,35.435776,522.06006,182.58574,518.83417
3540.0,7174394.0,7.007152,0.4,0.00033333333,0.02,79.20848,58.350666,436171780.0,35.435776,522.06006,182.58574,518.83417
3550.0,7105312.5,6.971438,0.4,0.00033333333,0.02,79.255585,59.876064,434120830.0,35.268707,521.6321,181.77159,518.67926
3550.0,7105312.5,6.971438,0.4,0.00033333333,0.02,80.347115,58.76718,434120830.0,35.268707,521.6321,181.77159,518.67926
3560.0,7036282.0,6.935724,0.4,0.00033333333,0.02,80.39467,60.305805,432054370.0,35.100483,521.20044,180.94986,518.5157
3560.0,7036282.0,6.935724,0.4,0.00033333333,0.02,81.492516,59.18988,432054370.0,35.100483,521.20044,180.94986,518.5157
3570.0,6967315.0,6.900009,0.4,0.00033333333,0.02,81.540565,60.74312,429970720.0,34.931007,520.76465,180.11998,518.3445
3570.0,6967306.5,6.900009,0.4,0.00033333333,0.02,82.6449,59.619965,429970720.0,34.931007,520.76465,180.11998,518.3445
3580.0,6898467.5,6.864295,0.4,0.00033333333,0.02,82.69334,61.18434,427874600.0,34.760567,520.32574,179.28433,518.1698
3580.0,6898458.0,6.864295,0.4,0.00033333333,0.02,83.80419,60.053867,427874600.0,34.760567,520.32574,179.28433,518.1698
3590.0,6829781.0,6.828581,0.4,0.00033333333,0.02,83.8529,61.625443,425777900.0,34.589577,519.8848,178.44504,517.994
3590.0,6829781.0,6.828581,0.4,0.00033333333,0.02,84.97022,60.487656,425777900.0,34.589577,519.8848,178.44504,517.994
3600.0,6761285.0,6.7928667,0.4,0.00033333333,0.02,85.0192,62.066864,423687100.0,34.41824,519.4418,177.6025,517.8179
3600.0,6761285.0,6.7928667,0.4,0.00033333333,0.02,86.14296,60.92176,423687100.0,34.41824,519.4418,177.6025,517.8179
3610.0,6693037.0,6.757152,0.4,0.00033333333,0.02,86.19223,62.509014,421589020.0,34.246372,518.99646,176.75697,517.64233
3610.0,6693037.0,6.757152,0.4,0.00033333333,0.02,87.32238,61.356575,421589020.0,34.246372,518.99646,176.75697,517.64233
