Time,turbineStress.stress.inStress,turbineStress.stress.outStress,simpleGenerator.summary.P_el,GW_CWS1_Valve_Ramp_Cold_HT_out3.y
2520.0,0.24993166,0.22346765,620205300.0,0.02
2530.0,0.24678658,0.111770175,620124200.0,0.02
2530.0,0.24753875,0.11033774,620124200.0,0.02
2540.0,0.24167478,0.09788313,619976700.0,0.02
2540.0,0.23705918,0.09461458,619976700.0,0.02
2550.0,0.22784793,0.42159563,619747400.0,0.02
2550.0,0.21505119,0.41109112,619747400.0,0.02
2560.0,0.20217939,0.8678194,619427200.0,0.02
2560.0,0.17825043,0.8473643,619427200.0,0.02
2570.0,0.16145085,1.4431244,619006460.0,0.02
2570.0,0.12334397,1.4098659,619006460.0,0.02
2580.0,0.102500476,2.14851,618478400.0,0.02
2580.0,0.04721434,2.099581,618478400.0,0.02
2590.0,0.022316253,2.9811592,617838100.0,0.02
2590.0,0.053017683,2.913763,617838100.0,0.02
2600.0,0.08187154,3.9343956,617081900.0,0.02
2600.0,0.17990132,3.845891,617081900.0,0.02
2610.0,0.21248862,4.9972997,616209900.0,0.02
2610.0,0.3355451,4.885295,616209900.0,0.02
2620.0,0.37155026,6.155903,615225100.0,0.02
2620.0,0.5215832,6.0183234,615225100.0,0.02
2630.0,0.56063414,7.3945875,614133440.0,0.02
2630.0,0.73918515,7.229712,614133440.0,0.02
2640.0,0.78089666,8.697675,612942200.0,0.02
2640.0,0.98911244,8.504136,612942200.0,0.02
2650.0,1.0330793,10.049193,611660400.0,0.02
2650.0,1.271716,9.825985,611660400.0,0.02
2660.0,1.3175273,11.4334135,610297860.0,0.02
2660.0,1.5869671,11.179885,610297860.0,0.02
2670.0,1.6342161,12.835187,608865100.0,0.02
2670.0,1.9344897,12.551028,608865100.0,0.02
2680.0,1.9828782,14.243593,607369340.0,0.02
2680.0,2.3137841,13.928742,607369340.0,0.02
2690.0,2.3629906,15.647201,605819200.0,0.02
2690.0,2.724081,15.301854,605819200.0,0.02
2700.0,2.7738695,17.037909,604219970.0,0.02
2700.0,3.1645403,16.662445,604219970.0,0.02
2710.0,3.2146828,18.408112,602577100.0,0.02
2710.0,3.6341841,18.003082,602577100.0,0.02
2720.0,3.6844935,19.751856,600894300.0,0.02
2720.0,4.1319704,19.317945,600894300.0,0.02
2730.0,4.182244,21.062803,599174400.0,0.02
2730.0,4.6567216,20.60084,599174400.0,0.02
2740.0,4.7067704,22.335302,597419140.0,0.02
2740.0,5.207171,21.846243,597419140.0,0.02
2750.0,5.2568407,23.565039,595632000.0,0.02
2750.0,5.782014,23.049938,595632000.0,0.02
2760.0,5.831163,24.74831,593815200.0,0.02
2760.0,6.379899,24.208305,593815200.0,0.02
2770.0,6.4284678,25.884295,591974460.0,0.02
2770.0,6.999571,25.32054,591974460.0,0.02
2780.0,7.0474524,26.97058,590113150.0,0.02
2780.0,7.639692,26.384281,590113150.0,0.02
2790.0,7.6868815,28.00837,588235000.0,0.02
2790.0,8.299087,27.400705,588235000.0,0.02
2800.0,8.345531,28.997145,586343200.0,0.02
2800.0,8.976536,28.369303,586343200.0,0.02
2810.0,9.022256,29.93892,584439100.0,0.02
2810.0,9.670966,29.292038,584439100.0,0.02
2820.0,9.715957,30.834755,582524400.0,0.02
2820.0,10.381317,30.169947,582524400.0,0.02
2830.0,10.425608,31.68693,580599230.0,0.02
2830.0,11.106635,31.00525,580599230.0,0.02
2840.0,11.150243,32.49719,578664640.0,0.02
2840.0,11.846001,31.799652,578664640.0,0.02
2850.0,11.888952,33.267548,576721200.0,0.02
2850.0,12.598563,32.555115,576721200.0,0.02
2860.0,12.640889,34.000134,574769150.0,0.02
2860.0,13.363528,33.27372,574769150.0,0.02
2870.0,13.40526,34.69698,572808900.0,0.02
2870.0,14.140156,33.957447,572808900.0,0.02
2880.0,14.1813545,35.361126,570842000.0,0.02
2880.0,14.927811,34.60927,570842000.0,0.02
2890.0,14.968467,35.993114,568868200.0,0.02
2890.0,15.725795,35.2297,568868200.0,0.02
2900.0,15.765973,36.596012,566889000.0,0.02
2900.0,16.53356,35.821743,566889000.0,0.02
2910.0,16.573261,37.17063,564904450.0,0.02
2910.0,17.350506,36.38619,564904450.0,0.02
2920.0,17.389793,37.719822,562915600.0,0.02
2920.0,18.176165,36.925816,562915600.0,0.02
2930.0,18.215055,38.24483,560922700.0,0.02
2930.0,19.010044,37.441845,560922700.0,0.02
2940.0,19.048588,38.747902,558926400.0,0.02
2940.0,19.851736,37.936462,558926400.0,0.02
2950.0,19.889946,39.23016,556926800.0,0.02
2950.0,20.70082,38.410767,556926800.0,0.02
2960.0,20.738747,39.693775,554924350.0,0.02
2960.0,21.55696,38.866867,554924350.0,0.02
2970.0,21.594639,40.140507,552919230.0,0.02
2970.0,22.41984,39.30649,552919230.0,0.02
2980.0,22.457315,40.5722,550911550.0,0.02
2980.0,23.289198,39.731438,550911550.0,0.02
2990.0,23.326502,40.99034,548901300.0,0.02
2990.0,24.16479,40.143154,548901300.0,0.02
3000.0,24.20196,41.396584,546888770.0,0.02
3000.0,25.04641,40.543255,546888770.0,0.02
3010.0,25.083485,41.79252,544874050.0,0.02
3010.0,25.933891,40.93329,544874050.0,0.02
3020.0,25.970903,42.179466,542857150.0,0.02
3020.0,26.827085,41.31455,542857150.0,0.02
3030.0,26.864052,42.558258,540838000.0,0.02
3030.0,27.725845,41.687847,540838000.0,0.02
3040.0,27.762808,42.930515,538816830.0,0.02
3040.0,28.63008,42.05476,538816830.0,0.02
3050.0,28.667072,43.29751,536793660.0,0.02
3050.0,29.53972,42.41653,536793660.0,0.02
3060.0,29.576757,43.659786,534768480.0,0.02
3060.0,30.454687,42.773697,534768480.0,0.02
3070.0,30.491787,44.01817,532741300.0,0.02
3070.0,31.37492,43.127056,532741300.0,0.02
3080.0,31.41212,44.37396,530712220.0,0.02
3080.0,32.300407,43.477882,530712220.0,0.02
3090.0,32.337734,44.72815,528681280.0,0.02
3090.0,33.231148,43.82714,528681280.0,0.02
3100.0,33.268482,45.07677,526642750.0,0.02
3100.0,34.166874,44.17096,526642750.0,0.02
3110.0,34.204273,45.421818,524597760.0,0.02
3110.0,35.107555,44.511288,524597760.0,0.02
3120.0,35.144836,45.75717,522541980.0,0.02
3120.0,36.052742,44.842144,522541980.0,0.02
3130.0,36.08986,46.08177,520473730.0,0.02
3130.0,37.002106,45.162502,520473730.0,0.02
3140.0,37.03897,46.392757,518398820.0,0.02
3140.0,37.95519,45.469563,518398820.0,0.02
3150.0,37.991802,46.690586,516322080.0,0.02
3150.0,38.911648,45.76377,516322080.0,0.02
3160.0,38.948013,46.97569,514249180.0,0.02
3160.0,39.871166,46.045555,514249180.0,0.02
3170.0,39.90733,47.249943,512182560.0,0.02
3170.0,40.833515,46.31674,512182560.0,0.02
3180.0,40.86953,47.515335,510122500.0,0.02
3180.0,41.798542,46.57926,510122500.0,0.02
3190.0,41.834465,47.774025,508068670.0,0.02
3190.0,42.766144,46.83523,508068670.0,0.02
3200.0,42.80201,48.027317,506020380.0,0.02
3200.0,43.736244,47.085922,506020380.0,0.02
3210.0,43.772118,48.277504,503976200.0,0.02
3210.0,44.70885,47.333572,503976200.0,0.02
3220.0,44.744797,48.526802,501935230.0,0.02
3220.0,45.684025,47.58034,501935230.0,0.02
3230.0,45.720104,48.777164,499895800.0,0.02
3230.0,46.661877,47.82814,499895800.0,0.02
3240.0,46.69814,49.030224,497856770.0,0.02
3240.0,47.64254,48.078556,497856770.0,0.02
3250.0,47.679028,49.287327,495816800.0,0.02
3250.0,48.62618,48.33291,495816800.0,0.02
3260.0,48.662926,49.54943,493774720.0,0.02
3260.0,49.61296,48.59213,493774720.0,0.02
3270.0,49.64999,49.817207,491731230.0,0.02
3270.0,50.603054,48.856876,491731230.0,0.02
3280.0,50.640396,50.091446,489697000.0,0.02
3280.0,51.59665,49.127922,489697000.0,0.02
3290.0,51.63438,50.37445,487664830.0,0.02
3290.0,52.594048,49.40751,487664830.0,0.02
3300.0,52.632385,50.67318,485626620.0,0.02
3300.0,53.595875,49.702435,485626620.0,0.02
3310.0,53.63448,50.976078,483601280.0,0.02
3310.0,54.60186,50.00142,483601280.0,0.02
3320.0,54.64096,51.290512,481593760.0,0.02
3320.0,55.61251,50.311653,481593760.0,0.02
3330.0,55.65212,51.616432,479577500.0,0.02
3330.0,56.62811,50.633095,479577500.0,0.02
3340.0,56.66813,51.950607,477549980.0,0.02
3340.0,57.64873,50.96258,477549980.0,0.02
3350.0,57.689194,52.293633,475507700.0,0.02
3350.0,58.6746,51.3007,475507700.0,0.02
3360.0,58.71547,52.644226,473448740.0,0.02
3360.0,59.705826,51.646206,473448740.0,0.02
3370.0,59.747074,53.001156,471379780.0,0.02
3370.0,60.742496,51.997883,471379780.0,0.02
3380.0,60.784096,53.363224,469304160.0,0.02
3380.0,61.784668,52.35458,469304160.0,0.02
3390.0,61.826588,53.729324,467223170.0,0.02
3390.0,62.832367,52.715206,467223170.0,0.02
3400.0,62.874573,54.098362,465138400.0,0.02
3400.0,63.885582,53.078693,465138400.0,0.02
3410.0,63.928055,54.469498,463052030.0,0.02
3410.0,64.9443,53.444233,463052030.0,0.02
3420.0,64.987045,54.842735,460965470.0,0.02
3420.0,66.00854,53.811817,460965470.0,0.02
3430.0,66.051544,55.217903,458881000.0,0.02
3430.0,67.0783,54.181286,458881000.0,0.02
3440.0,67.12156,55.594482,456794050.0,0.02
3440.0,68.153564,54.55213,456794050.0,0.02
3450.0,68.19707,55.97231,454704480.0,0.02
3450.0,69.23433,54.92419,454704480.0,0.02
3460.0,69.27806,56.35071,452616220.0,0.02
3460.0,70.32055,55.296814,452616220.0,0.02
3470.0,70.36452,56.729702,450526720.0,0.02
3470.0,71.41221,55.67001,450526720.0,0.02
3480.0,71.4564,57.10892,448432830.0,0.02
3480.0,72.50928,56.043427,448432830.0,0.02
3490.0,72.553665,57.48787,446336670.0,0.02
3490.0,73.61169,56.41658,446336670.0,0.02
3500.0,73.65628,57.866367,444238460.0,0.02
3500.0,74.71941,56.789295,444238460.0,0.02
3510.0,74.76418,58.243683,442182700.0,0.02
3510.0,75.83235,57.16085,442182700.0,0.02
3520.0,75.87767,58.631725,440199040.0,0.02
3520.0,76.95117,57.542873,440199040.0,0.02
3530.0,76.99724,59.037106,438201280.0,0.02
3530.0,78.07653,57.941807,438201280.0,0.02
3540.0,78.12315,59.45266,436171780.0,0.02
3540.0,79.20848,58.350666,436171780.0,0.02
3550.0,79.255585,59.876064,434120830.0,0.02
3550.0,80.347115,58.76718,434120830.0,0.02
3560.0,80.39467,60.305805,432054370.0,0.02
3560.0,81.492516,59.18988,432054370.0,0.02
3570.0,81.540565,60.74312,429970720.0,0.02
3570.0,82.6449,59.619965,429970720.0,0.02
3580.0,82.69334,61.18434,427874600.0,0.02
3580.0,83.80419,60.053867,427874600.0,0.02
3590.0,83.8529,61.625443,425777900.0,0.02
3590.0,84.97022,60.487656,425777900.0,0.02
3600.0,85.0192,62.066864,423687100.0,0.02
3600.0,86.14296,60.92176,423687100.0,0.02
3610.0,86.19223,62.509014,421589020.0,0.02
3610.0,87.32238,61.356575,421589020.0,0.02
3620.0,87.371925,62.951096,419484220.0,0.02
3620.0,88.50843,61.791332,419484220.0,0.02
3630.0,88.55822,63.392513,417373820.0,0.02
3630.0,89.70102,62.22544,417373820.0,0.02
3640.0,89.75104,63.832607,415259140.0,0.02
3640.0,90.900055,62.658264,415259140.0,0.02
3650.0,90.950294,64.27094,413140900.0,0.02
3650.0,92.10544,63.08937,413140900.0,0.02
3660.0,92.15588,64.70722,411019520.0,0.02
3660.0,93.31708,63.51848,411019520.0,0.02
3670.0,93.36772,65.14129,408894720.0,0.02
3670.0,94.534874,63.94543,408894720.0,0.02
3680.0,94.5857,65.57303,406767170.0,0.02
3680.0,95.75872,64.37012,406767170.0,0.02
3690.0,95.809746,66.00236,404637860.0,0.02
3690.0,96.98853,64.79245,404637860.0,0.02
3700.0,97.03975,66.42927,402507170.0,0.02
3700.0,98.22422,65.21243,402507170.0,0.02
3710.0,98.27562,66.85386,400375070.0,0.02
3710.0,99.4657,65.63014,400375070.0,0.02
3720.0,99.517296,67.27644,398242400.0,0.02
3720.0,100.7129,66.04591,398242400.0,0.02
3730.0,100.7647,67.69731,396109760.0,0.02
3730.0,101.96577,66.46,396109760.0,0.02
3740.0,102.01777,68.11644,393976640.0,0.02
3740.0,103.224236,66.8724,393976640.0,0.02
3750.0,103.27644,68.53395,391838460.0,0.02
3750.0,104.488235,67.28322,391838460.0,0.02
3760.0,104.54066,68.94987,389697340.0,0.02
3760.0,105.75772,67.692474,389697340.0,0.02
3770.0,105.81035,69.3644,387555230.0,0.02
3770.0,107.03263,68.100395,387555230.0,0.02
3780.0,107.08547,69.77758,385411870.0,0.02
3780.0,108.31292,68.50699,385411870.0,0.02
3790.0,108.36598,70.19004,383267420.0,0.02
3790.0,109.59856,68.91288,383267420.0,0.02
3800.0,109.651855,70.60179,381121900.0,0.02
3800.0,110.88951,69.318085,381121900.0,0.02
3810.0,110.94306,71.013405,378974940.0,0.02
3810.0,112.18578,69.723145,378974940.0,0.02
3820.0,112.239586,71.4249,376826620.0,0.02
3820.0,113.48735,70.12809,376826620.0,0.02
3830.0,113.54141,71.83681,374676860.0,0.02
3830.0,114.79422,70.53344,374676860.0,0.02
3840.0,114.84856,72.24917,372525730.0,0.02
3840.0,116.106384,70.93923,372525730.0,0.02
3850.0,116.160995,72.66222,370373100.0,0.02
3850.0,117.42386,71.34569,370373100.0,0.02
3860.0,117.47875,73.07623,368218940.0,0.02
3860.0,118.74664,71.75309,368218940.0,0.02
3870.0,118.80164,73.4853,366186050.0,0.02
3870.0,120.074394,72.15567,366186050.0,0.02
3880.0,120.13078,73.930084,364320130.0,0.02
3880.0,121.409424,72.593056,364320130.0,0.02
3890.0,121.467285,74.41211,362347650.0,0.02
3890.0,122.75287,73.066734,362347650.0,0.02
3900.0,122.81152,74.90904,360312400.0,0.02
3900.0,124.104385,73.55495,360312400.0,0.02
3910.0,124.16375,75.41782,358238530.0,0.02
3910.0,125.46415,74.0547,358238530.0,0.02
3920.0,125.524155,75.93577,356134940.0,0.02
3920.0,126.83225,74.56341,356134940.0,0.02
3930.0,126.89282,76.460495,354008450.0,0.02
3930.0,128.20872,75.07872,354008450.0,0.02
3940.0,128.26982,76.99019,351863520.0,0.02
3940.0,129.5936,75.59888,351863520.0,0.02
3950.0,129.65517,77.52323,349703260.0,0.02
3950.0,130.9868,76.122314,349703260.0,0.02
3960.0,131.04881,78.058334,347530100.0,0.02
3960.0,132.38832,76.64775,347530100.0,0.02
3970.0,132.45073,78.59443,345347000.0,0.02
3970.0,133.79807,77.17417,345347000.0,0.02
3980.0,133.86084,79.13078,343157570.0,0.02
3980.0,135.21594,77.70084,343157570.0,0.02
3990.0,135.27911,79.66744,340963550.0,0.02
3990.0,136.64194,78.22783,340963550.0,0.02
4000.0,136.70549,80.20412,338766720.0,0.02
4000.0,138.07599,78.75483,338766720.0,0.02
4010.0,138.13998,80.74335,336565400.0,0.02
4010.0,139.51819,79.284325,336565400.0,0.02
4020.0,139.58261,81.28373,334360420.0,0.02
4020.0,140.96852,79.81495,334360420.0,0.02
4030.0,141.03331,81.82427,332152300.0,0.02
4030.0,142.42688,80.34573,332152300.0,0.02
4040.0,142.49202,82.36336,329942660.0,0.02
4040.0,143.89317,80.87511,329942660.0,0.02
4050.0,143.95868,82.902245,327731620.0,0.02
4050.0,145.36737,81.40429,327731620.0,0.02
4060.0,145.43327,83.44168,325519230.0,0.02
4060.0,146.8495,81.93401,325519230.0,0.02
4070.0,146.91582,83.98211,323305470.0,0.02
4070.0,148.33957,82.46471,323305470.0,0.02
4080.0,148.40631,84.523766,321090460.0,0.02
4080.0,149.8376,82.996605,321090460.0,0.02
4090.0,149.90477,85.06696,318874100.0,0.02
4090.0,151.34361,83.53,318874100.0,0.02
4100.0,151.41122,85.611755,316656450.0,0.02
4100.0,152.85764,84.06496,316656450.0,0.02
4110.0,152.9257,86.158295,314437470.0,0.02
4110.0,154.3797,84.60162,314437470.0,0.02
4120.0,154.44821,86.70674,312217180.0,0.02
4120.0,155.90984,85.14015,312217180.0,0.02
4130.0,155.97882,87.2574,309995780.0,0.02
4130.0,157.44809,85.68084,309995780.0,0.02
4140.0,157.51755,87.81042,307773280.0,0.02
4140.0,158.9945,86.223816,307773280.0,0.02
4150.0,159.06445,88.366165,305550000.0,0.02
4150.0,160.54915,86.76947,305550000.0,0.02
4160.0,160.61958,88.924835,303326080.0,0.02
4160.0,162.11208,87.31797,303326080.0,0.02
4170.0,162.18303,89.48699,301101630.0,0.02
4170.0,163.68338,87.869865,301101630.0,0.02
4180.0,163.75488,90.05304,298876740.0,0.02
4180.0,165.26317,88.42556,298876740.0,0.02
4190.0,165.33522,90.623184,296651400.0,0.02
4190.0,166.85152,88.985245,296651400.0,0.02
4200.0,166.92413,91.19757,294425380.0,0.02
4200.0,168.44855,89.549065,294425380.0,0.02
4210.0,168.52173,91.77656,292198720.0,0.02
4210.0,170.05434,90.11737,292198720.0,0.02
4220.0,170.12811,92.360634,289971520.0,0.02
4220.0,171.66905,90.69063,289971520.0,0.02
4230.0,171.74344,92.95006,287743780.0,0.02
4230.0,173.2928,91.269104,287743780.0,0.02
4240.0,173.36784,93.54593,285515500.0,0.02
4240.0,174.92577,91.85387,285515500.0,0.02
4250.0,175.00145,94.147644,283286720.0,0.02
4250.0,176.56808,92.44431,283286720.0,0.02
4260.0,176.64444,94.756004,281057400.0,0.02
4260.0,178.21992,93.041245,281057400.0,0.02
4270.0,178.29697,95.371025,278827520.0,0.02
4270.0,179.88144,93.64465,278827520.0,0.02
4280.0,179.95917,95.99248,276596930.0,0.02
4280.0,181.55278,94.25433,276596930.0,0.02
4290.0,181.63123,96.62119,274365630.0,0.02
4290.0,183.23412,94.87109,274365630.0,0.02
4300.0,183.31258,97.23566,272305340.0,0.02
4300.0,184.92429,95.47399,272305340.0,0.02
4310.0,185.00536,97.914604,270966500.0,0.02
4310.0,186.62779,96.139656,270966500.0,0.02
4320.0,186.71283,98.69639,269361300.0,0.02
4320.0,188.34908,96.905426,269361300.0,0.02
4330.0,188.43437,99.46656,267548560.0,0.02
4330.0,190.08385,97.65991,267548560.0,0.02
4340.0,190.16812,100.1876,265635730.0,0.02
4340.0,191.82915,98.3666,265635730.0,0.02
4350.0,191.91148,100.8331,263692460.0,0.02
4350.0,193.58163,98.99977,263692460.0,0.02
4360.0,193.66132,101.38413,261768830.0,0.02
4360.0,195.33766,99.541,261768830.0,0.02
4370.0,195.41418,101.82863,259900560.0,0.02
4370.0,197.09358,99.97856,259900560.0,0.02
4380.0,197.16663,102.16025,258112640.0,0.02
4380.0,198.84576,100.306244,258112640.0,0.02
4390.0,198.91515,102.376526,256420690.0,0.02
4390.0,200.59076,100.52167,256420690.0,0.02
4400.0,200.65639,102.47865,254831780.0,0.02
4400.0,202.32532,100.62598,254831780.0,0.02
4410.0,202.38718,102.46892,253349900.0,0.02
4410.0,204.0464,100.62138,253349900.0,0.02
4420.0,204.10448,102.3511,251975760.0,0.02
4420.0,205.75114,100.51156,251975760.0,0.02
4430.0,205.80553,102.13023,250706960.0,0.02
4430.0,207.43694,100.3014,250706960.0,0.02
4440.0,207.4877,101.81211,249538940.0,0.02
4440.0,209.10141,99.99653,249538940.0,0.02
4450.0,209.14868,101.402824,248465800.0,0.02
4450.0,210.7424,99.60287,248465800.0,0.02
4460.0,210.7863,100.90844,247481250.0,0.02
4460.0,212.37,99.13193,247481250.0,0.02
4470.0,212.41092,100.340706,246579180.0,0.02
4470.0,213.97267,98.58476,246579180.0,0.02
4480.0,214.01045,99.700356,245754000.0,0.02
4480.0,215.54652,97.96588,245754000.0,0.02
4490.0,215.58127,98.99202,245000290.0,0.02
4490.0,217.09006,97.280716,245000290.0,0.02
4500.0,217.1219,98.22098,244312960.0,0.02
4500.0,218.60197,96.5344,244312960.0,0.02
4510.0,218.63103,97.39224,243687180.0,0.02
4510.0,220.08105,95.7318,243687180.0,0.02
4520.0,220.10742,96.510506,243118500.0,0.02
4520.0,221.52623,94.877464,243118500.0,0.02
4530.0,221.55002,95.58012,242602800.0,0.02
4530.0,222.93654,93.97563,242602800.0,0.02
4540.0,222.95786,94.605125,242136300.0,0.02
4540.0,224.31113,93.03025,242136300.0,0.02
4550.0,224.33006,93.58931,241715460.0,0.02
4550.0,225.64922,92.04496,241715460.0,0.02
4560.0,225.66583,92.53613,241336960.0,0.02
4560.0,226.9501,91.023155,241336960.0,0.02
4570.0,226.9645,91.4486,241003700.0,0.02
4570.0,228.21317,89.967735,241003700.0,0.02
4580.0,228.22539,90.32921,240762160.0,0.02
4580.0,229.43782,88.881134,240762160.0,0.02
4590.0,229.44789,89.17857,240525950.0,0.02
4590.0,230.62343,87.763954,240525950.0,0.02
4600.0,230.63159,88.00512,240319940.0,0.02
4600.0,231.76988,86.62437,240319940.0,0.02
4610.0,231.7761,86.80834,240142670.0,0.02
4610.0,232.8767,85.46191,240142670.0,0.02
4620.0,232.88104,85.590324,239990900.0,0.02
4620.0,233.94357,84.27858,239990900.0,0.02
4630.0,233.94609,84.35298,239862660.0,0.02
4630.0,234.97026,83.07625,239862660.0,0.02
4640.0,234.971,83.0982,239756340.0,0.02
4640.0,235.9565,81.85676,239756340.0,0.02
4650.0,235.9555,81.82719,239670880.0,0.02
4650.0,236.9021,80.62128,239670880.0,0.02
4660.0,236.89941,80.54161,239604780.0,0.02
4660.0,237.80692,79.37142,239604780.0,0.02
4670.0,237.8026,79.2432,239556420.0,0.02
4670.0,238.67082,78.10888,239556420.0,0.02
4680.0,238.6649,77.93299,239524930.0,0.02
4680.0,239.49374,76.83464,239524930.0,0.02
4690.0,239.48627,76.612434,239509010.0,0.02
4690.0,240.2756,75.55013,239509010.0,0.02
4700.0,240.26663,75.283066,239507380.0,0.02
4700.0,241.01643,74.25685,239507380.0,0.02
4710.0,241.006,73.94625,239518910.0,0.02
4710.0,241.71626,72.956116,239518910.0,0.02
4720.0,241.7044,72.603294,239542580.0,0.02
4720.0,242.37514,71.64921,239542580.0,0.02
4730.0,242.36191,71.255455,239577390.0,0.02
4730.0,242.99318,70.33734,239577390.0,0.02
4740.0,242.97862,69.90394,239622500.0,0.02
4740.0,243.57051,69.02168,239622500.0,0.02
4750.0,243.55469,68.549934,239677010.0,0.02
4750.0,244.1073,67.703415,239677010.0,0.02
4760.0,244.09026,67.19463,239740110.0,0.02
4760.0,244.60376,66.383675,239740110.0,0.02
4770.0,244.58553,65.83922,239811040.0,0.02
4770.0,245.0601,65.06363,239811040.0,0.02
4780.0,245.04074,64.48488,239889090.0,0.02
4780.0,245.47661,63.744427,239889090.0,0.02
4790.0,245.45615,63.1328,239973520.0,0.02
4790.0,245.85356,62.427227,239973520.0,0.02
4800.0,245.83208,61.784164,240063710.0,0.02
4800.0,246.19131,61.113186,240063710.0,0.02
4810.0,246.16884,60.440155,240159020.0,0.02
4810.0,246.4902,59.80345,240159020.0,0.02
4820.0,246.4668,59.10195,240258880.0,0.02
4820.0,246.75064,58.499176,240258880.0,0.02
4830.0,246.72636,57.77077,240362780.0,0.02
4830.0,246.97304,57.201546,240362780.0,0.02
4840.0,246.94794,56.447754,240470140.0,0.02
4840.0,247.15787,55.911674,240470140.0,0.02
4850.0,247.13199,55.134045,240580480.0,0.02
4850.0,247.3056,54.630684,240580480.0,0.02
4860.0,247.279,53.830845,240693380.0,0.02
4860.0,247.41678,53.35974,240693380.0,0.02
4870.0,247.38951,52.539223,240808290.0,0.02
4870.0,247.49191,52.09989,240808290.0,0.02
4880.0,247.46404,51.26037,240924880.0,0.02
4880.0,247.53157,50.852295,240924880.0,0.02
4890.0,247.50316,49.995346,241042690.0,0.02
4890.0,247.53639,49.617992,241042690.0,0.02
4900.0,247.50746,48.74524,241161300.0,0.02
4900.0,247.50696,48.39804,241161300.0,0.02
4910.0,247.47758,47.511124,241280340.0,0.02
4910.0,247.44394,47.193497,241280340.0,0.02
4920.0,247.41418,46.29402,241399410.0,0.02
4920.0,247.348,46.00536,241399410.0,0.02
4930.0,247.31792,45.09492,241518200.0,0.02
4930.0,247.21985,44.83459,241518200.0,0.02
4940.0,247.18947,43.914814,241636320.0,0.02
4940.0,247.06018,43.682163,241636320.0,0.02
4950.0,247.02957,42.754597,241753470.0,0.02
4950.0,246.86975,42.548958,241753470.0,0.02
4960.0,246.83896,41.61517,241869400.0,0.02
4960.0,246.64928,41.435856,241869400.0,0.02
4970.0,246.61836,40.497417,241983780.0,0.02
4970.0,246.39957,40.34372,241983780.0,0.02
4980.0,246.36856,39.402077,242096450.0,0.02
4980.0,246.12138,39.273277,242096450.0,0.02
4990.0,246.09036,38.329956,242207170.0,0.02
4990.0,245.81554,38.225315,242207170.0,0.02
5000.0,245.78452,37.281723,242315800.0,0.02
5000.0,245.48282,37.200493,242315800.0,0.02
5010.0,245.45189,36.25856,242421820.0,0.02
5010.0,245.1241,36.19997,242421820.0,0.02
5020.0,245.0933,35.26133,242525280.0,0.02
5020.0,244.74023,35.22459,242525280.0,0.02
5030.0,244.70958,34.289577,242626660.0,0.02
5030.0,244.33202,34.273914,242626660.0,0.02
5040.0,244.30154,33.343822,242725660.0,0.02
5040.0,243.90028,33.348457,242725660.0,0.02
5050.0,243.87006,32.425343,242822000.0,0.02
5050.0,243.44592,32.44947,242822000.0,0.02
5060.0,243.41597,31.533659,242915630.0,0.02
5060.0,242.96976,31.576492,242915630.0,0.02
5070.0,242.94011,30.66965,243006450.0,0.02
5070.0,242.47266,30.730383,243006450.0,0.02
5080.0,242.44331,29.832357,243094430.0,0.02
5080.0,241.9554,29.910215,243094430.0,0.02
5090.0,241.92644,29.02306,243179470.0,0.02
5090.0,241.41887,29.117243,243179470.0,0.02
5100.0,241.39029,28.241,243261540.0,0.02
5100.0,240.86388,28.35073,243261540.0,0.02
5110.0,240.83571,27.486963,243340580.0,0.02
5110.0,240.29126,27.611454,243340580.0,0.02
5120.0,240.26352,26.760424,243416560.0,0.02
5120.0,239.70181,26.898903,243416560.0,0.02
5130.0,239.67453,26.06124,243489470.0,0.02
5130.0,239.09634,26.212942,243489470.0,0.02
5140.0,239.06955,25.38961,243559310.0,0.02
5140.0,238.47568,25.55378,243559310.0,0.02
5150.0,238.44939,24.745354,243626080.0,0.02
5150.0,237.84058,24.921238,243626080.0,0.02
5160.0,237.8148,24.128523,243689800.0,0.02
5160.0,237.19183,24.315374,243689800.0,0.02
5170.0,237.16661,23.538925,243750460.0,0.02
5170.0,236.53024,23.736008,243750460.0,0.02
5180.0,236.50558,22.976364,243808180.0,0.02
5180.0,235.85657,23.182953,243808180.0,0.02
5190.0,235.83247,22.440603,243862940.0,0.02
5190.0,235.17154,22.655981,243862940.0,0.02
5200.0,235.14804,21.931255,243914860.0,0.02
5200.0,234.47592,22.154724,243914860.0,0.02
5210.0,234.45302,21.448013,243963970.0,0.02
5210.0,233.77042,21.678886,243963970.0,0.02
5220.0,233.74811,20.990389,244010340.0,0.02
5220.0,233.05573,21.227995,244010340.0,0.02
5230.0,233.03403,20.55803,244054020.0,0.02
5230.0,232.33255,20.801714,244054020.0,0.02
5240.0,232.31146,20.150381,244095100.0,0.02
5240.0,231.60155,20.399506,244095100.0,0.02
5250.0,231.58109,19.766907,244133630.0,0.02
5250.0,230.86336,20.020851,244133630.0,0.02
5260.0,230.8435,19.406942,244169660.0,0.02
5260.0,230.11862,19.665108,244169660.0,0.02
5270.0,230.0994,19.070004,244203280.0,0.02
5270.0,229.36795,19.33181,244203280.0,0.02
5280.0,229.34933,18.755577,244234530.0,0.02
5280.0,228.61194,19.020458,244234530.0,0.02
5290.0,228.59392,18.462944,244263500.0,0.02
